N_Threads	Remaining_Values Mean_Values Cov_Matrix
1	62.816315	2.263112	16.116751
2	31.639698	1.07854	9.419299
4	12.815679	0.724031	6.509142
8	6.738736	0.529712	5.344698
16	3.567945	0.475627	3.329672
20	3.841789	0.509817	3.128827
30	2.803403	0.463467	3.595947
40	2.653358	0.522696	3.591914
